run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
41058.706736439635,48598.79761251562,55365.694733914,74633.49595604718,17633.816988836115,33294.708438493166,161177.8117782734,83020.83318463159,85616.60430246407,73114.51385661896
38388.22534463951,25251.463998095776,55365.694733914,42309.51717188864,17633.816988836115,33294.708438493166,41695.4215429825,83020.83318463159,39011.667012773476,44962.16875339953
24910.841050248237,25251.463998095776,26706.23000692822,40457.79969015119,17633.816988836115,33294.708438493166,38076.49832608344,36678.89504536044,39011.667012773476,44962.16875339953
24910.841050248237,25251.463998095776,26706.23000692822,40457.79969015119,17633.816988836115,33294.708438493166,38076.49832608344,36678.89504536044,37454.357800582344,44962.16875339953
24910.841050248237,25251.463998095776,26706.23000692822,37694.18735888033,17633.816988836115,33294.708438493166,38076.49832608344,36678.89504536044,37454.357800582344,44962.16875339953
24910.841050248237,25251.463998095776,26706.23000692822,37694.18735888033,17633.816988836115,33294.708438493166,38076.49832608344,36678.89504536044,37454.357800582344,44962.16875339953
24910.841050248237,25251.463998095776,26706.23000692822,28498.372408606872,17633.816988836115,27875.91356406811,33529.4085759993,32496.598000541147,37454.357800582344,42823.44640303972
24910.841050248237,25251.463998095776,26706.23000692822,28498.372408606872,17633.816988836115,27875.91356406811,33529.4085759993,29928.712821009263,34483.482278758675,42823.44640303972
24910.841050248237,25251.463998095776,26706.23000692822,28498.372408606872,17633.816988836115,27875.91356406811,33529.4085759993,29928.712821009263,26555.314335789848,42823.44640303972
24910.841050248237,25251.463998095776,26706.23000692822,28498.372408606872,17633.816988836115,27875.91356406811,33529.4085759993,29928.712821009263,26555.314335789848,42823.44640303972
24910.841050248237,25251.463998095776,26706.23000692822,28498.372408606872,17633.816988836115,27875.91356406811,33529.4085759993,29928.712821009263,26555.314335789848,37691.74736685291
24910.841050248237,18423.89777045137,26706.23000692822,28498.372408606872,17633.816988836115,27875.91356406811,33529.4085759993,29928.712821009263,21218.64603638722,37691.74736685291
24910.841050248237,18423.89777045137,26706.23000692822,28498.372408606872,15160.942558089308,27875.91356406811,33529.4085759993,29928.712821009263,21218.64603638722,37691.74736685291
24910.841050248237,18134.980242051028,26706.23000692822,28498.372408606872,15160.942558089308,27875.91356406811,33529.4085759993,29928.712821009263,21218.64603638722,37691.74736685291
24910.841050248237,18134.980242051028,26706.23000692822,28498.372408606872,15160.942558089308,25578.19990765457,33529.4085759993,29928.712821009263,21218.64603638722,29742.84064556168
24910.841050248237,18134.980242051028,26706.23000692822,28498.372408606872,15160.942558089308,25578.19990765457,33529.4085759993,29928.712821009263,21218.64603638722,29742.84064556168
24910.841050248237,18134.980242051028,26706.23000692822,28498.372408606872,15160.942558089308,24424.371681740326,33529.4085759993,29928.712821009263,21218.64603638722,29742.84064556168
24910.841050248237,18134.980242051028,26706.23000692822,28498.372408606872,15160.942558089308,24424.371681740326,33529.4085759993,29906.973055934697,21218.64603638722,29742.84064556168
21532.847981827887,18134.980242051028,26706.23000692822,28498.372408606872,14017.638134013652,24424.371681740326,33529.4085759993,29906.973055934697,16877.219222270807,29742.84064556168
21532.847981827887,18134.980242051028,21079.31289080867,28498.372408606872,14017.638134013652,24424.371681740326,33529.4085759993,29906.973055934697,16877.219222270807,29742.84064556168
17101.428209814716,18134.980242051028,21079.31289080867,28498.372408606872,14017.638134013652,24424.371681740326,33529.4085759993,29906.973055934697,16877.219222270807,29742.84064556168
17101.428209814716,18134.980242051028,21079.31289080867,28498.372408606872,12527.169368536091,24424.371681740326,33529.4085759993,29906.973055934697,15820.53134475946,29742.84064556168
9960.66296615615,18134.980242051028,21079.31289080867,28498.372408606872,12527.169368536091,22750.50075969533,33529.4085759993,29677.349599371286,15820.53134475946,29742.84064556168
9960.66296615615,18134.980242051028,21079.31289080867,28498.372408606872,12527.169368536091,22750.50075969533,33529.4085759993,29677.349599371286,15820.53134475946,27681.925979447038
9960.66296615615,18134.980242051028,21079.31289080867,28498.372408606872,9385.586665406288,19986.536385839132,33529.4085759993,29677.349599371286,15820.53134475946,27681.925979447038
9960.66296615615,18134.980242051028,19882.946624641765,28498.372408606872,8291.963260854629,15531.650730523486,29857.990768969303,29677.349599371286,15820.53134475946,27681.925979447038
9960.66296615615,18134.980242051028,19882.946624641765,28498.372408606872,8291.963260854629,15531.650730523486,29857.990768969303,27853.99634469301,13049.879073177086,26611.71643265731
9960.66296615615,18134.980242051028,19882.946624641765,26829.40865959467,8291.963260854629,14488.115067566974,29857.990768969303,24998.09338908498,13049.879073177086,26611.71643265731
9960.66296615615,18134.980242051028,19882.946624641765,26829.40865959467,8291.963260854629,14488.115067566974,29857.990768969303,24998.09338908498,12344.30977036272,26049.51098438713
9960.66296615615,18134.980242051028,14844.766720411979,25591.682553081908,8291.963260854629,14488.115067566974,24540.8323515015,24998.09338908498,12344.30977036272,26049.51098438713
9960.66296615615,16875.172479706416,14844.766720411979,25591.682553081908,8291.963260854629,11792.301464031862,23566.677958177126,24389.66143513986,12344.30977036272,26049.51098438713
9689.281235805145,15203.950935667952,14844.766720411979,25591.682553081908,8291.963260854629,11792.301464031862,23566.677958177126,18629.53200766165,9213.397515182865,26049.51098438713
9689.281235805145,15203.950935667952,14844.766720411979,17821.84084029933,8291.963260854629,8449.171490522747,23468.73804234964,17999.719166565563,9213.397515182865,26049.51098438713
9689.281235805145,15203.950935667952,14659.886518920346,17821.84084029933,8291.963260854629,8449.171490522747,23468.73804234964,17835.917837666606,9213.397515182865,21865.822885204376
9689.281235805145,15203.950935667952,14659.886518920346,17821.84084029933,8291.963260854629,7045.364189362814,23468.73804234964,17835.917837666606,9213.397515182865,21865.822885204376
7937.473241321516,14901.490354440295,13721.067396566754,17821.84084029933,8291.963260854629,7045.364189362814,20884.657952879013,17548.336121184344,8695.01352005832,19608.84288669899
7937.473241321516,14143.165412158236,13721.067396566754,17579.731432267585,7030.073294445228,7045.364189362814,20884.657952879013,15311.155750225107,7929.040924520916,19608.84288669899
7937.473241321516,14143.165412158236,13721.067396566754,16684.18687997562,7030.073294445228,6490.457045336734,20884.657952879013,15311.155750225107,7929.040924520916,19608.84288669899
7822.772198754301,12695.4805599914,13721.067396566754,11057.021451602894,7030.073294445228,3605.438321489883,20612.90425349119,15311.155750225107,6184.016878919468,19608.84288669899
7822.772198754301,11222.560920391386,9814.221776072303,11057.021451602894,5688.36024335054,3605.438321489883,20612.90425349119,15311.155750225107,6184.016878919468,19150.39199281745
7822.772198754301,11222.560920391386,9814.221776072303,11057.021451602894,4861.692281996772,3605.438321489883,20612.90425349119,15311.155750225107,6184.016878919468,18329.977951621982
7822.772198754301,8788.534729950425,9814.221776072303,11057.021451602894,3731.786853498189,3605.438321489883,20612.90425349119,15311.155750225107,4594.981103212109,15255.590587658913
7822.772198754301,6543.143101703807,8472.495881495048,10537.437455299263,3731.786853498189,3605.438321489883,17322.304130942746,14818.252710637704,4594.981103212109,15255.590587658913
7822.772198754301,2933.4734039647096,7463.112603858899,9271.823974333256,3731.786853498189,3296.9088897198194,17322.304130942746,14818.252710637704,3690.3971865255216,14337.644546521984
7163.182525291644,2933.4734039647096,7228.153021786013,9271.823974333256,3731.786853498189,2798.2051459334125,17322.304130942746,12954.208716951425,3690.3971865255216,14337.644546521984
7163.182525291644,2933.4734039647096,6270.817141491559,9271.823974333256,2284.734995302034,2798.2051459334125,15068.39195302776,12815.723633468624,3611.0836288999435,13048.450940850917
7163.182525291644,2933.4734039647096,6247.810345477792,6647.587243490151,2284.734995302034,2798.2051459334125,15068.39195302776,11327.827477695504,2793.7739108694386,13048.450940850917
6839.844468714861,2933.4734039647096,3600.735380702904,6647.587243490151,2284.734995302034,2634.8617734108957,15068.39195302776,11327.827477695504,2793.7739108694386,13048.450940850917
6839.844468714861,2933.4734039647096,3600.735380702904,5538.378376959592,2284.734995302034,2634.8617734108957,13480.801033089512,10552.71302768475,2720.1396815590233,13048.450940850917
6839.844468714861,2933.4734039647096,3600.735380702904,5538.378376959592,2284.734995302034,2634.8617734108957,13480.801033089512,10552.71302768475,2720.1396815590233,13048.450940850917
6559.682940840611,2641.242229949082,3600.735380702904,4634.740654567075,2284.734995302034,2634.8617734108957,10430.199007898653,10552.71302768475,1688.044000105054,12120.73572383047
6026.353095171107,2641.242229949082,3600.735380702904,4634.740654567075,2284.734995302034,2381.512510194936,10430.199007898653,10552.71302768475,1688.044000105054,8846.220054478294
6026.353095171107,2641.242229949082,3600.735380702904,4634.740654567075,2284.734995302034,2381.512510194936,9160.668734802282,9919.114632150402,1519.7485569883788,8846.220054478294
6026.353095171107,2606.4154199625827,3462.6826617806773,4286.913367830939,2284.734995302034,2127.988558600481,8398.212263573874,7896.838193981809,1519.7485569883788,8846.220054478294
6026.353095171107,1990.364166947283,2842.8448563083048,3180.7271113684346,2163.44768927995,1792.1148725276153,8005.4034523511955,7896.838193981809,1519.7485569883788,7140.453590337534
5306.959556371208,1850.166657949327,2842.8448563083048,3180.7271113684346,2093.4741647116284,1785.7136799633731,6488.516979537588,7896.838193981809,1519.7485569883788,7140.453590337534
4936.333325179772,1850.166657949327,2842.8448563083048,3180.7271113684346,2093.4741647116284,1785.7136799633731,6488.516979537588,7896.838193981809,1386.1688013720961,5817.2338215710915
4616.963791134709,1850.166657949327,2842.8448563083048,3180.7271113684346,2093.4741647116284,1323.0971817518284,5810.409176356226,7051.225533875446,1386.1688013720961,5817.2338215710915
4367.58460597084,1850.166657949327,2842.8448563083048,3180.7271113684346,1884.5792153801367,1323.0971817518284,4937.08655712108,6892.14362346516,1386.1688013720961,5688.997832265078
4367.58460597084,1850.166657949327,2842.8448563083048,2742.0385082602024,1884.5792153801367,1323.0971817518284,4779.39641308671,6420.4939939803935,1386.1688013720961,5167.401998439112
3762.4545418974117,1792.289913084358,2842.8448563083048,2742.0385082602024,1785.3921397854622,1323.0971817518284,3550.7798232750215,5854.9463013639115,1386.1688013720961,4615.340984083233
3762.4545418974117,1792.289913084358,1988.168142433478,2741.886347880185,1606.455433268328,1323.0971817518284,3550.7798232750215,4917.960548333459,1386.1688013720961,3935.3113781614024
3654.1311701339437,1660.4132173009493,1988.168142433478,2741.886347880185,1606.455433268328,1323.0971817518284,3392.3979920535658,4917.960548333459,1386.1688013720961,3643.6951246611025
2670.768725008583,1660.4132173009493,1988.168142433478,2741.886347880185,1606.455433268328,1323.0971817518284,2711.996816775548,4917.960548333459,1381.3791204010463,3643.6951246611025
2555.2737129440343,1660.4132173009493,1988.168142433478,2741.886347880185,1606.455433268328,1323.0971817518284,2698.226326894242,4506.952979192631,1381.3791204010463,2883.6381632741086
2555.2737129440343,1660.4132173009493,1988.168142433478,2148.882589285841,1606.455433268328,1323.0971817518284,2474.6460267821085,4506.952979192631,1381.3791204010463,2779.6503888223497
