run,final_fitness,evaluations,runtime
1,1001.9899181141866,100001,6.433864116668701
2,1002.9848771712799,100001,6.347504615783691
3,1003.9798362283732,100001,6.328644752502441
4,1000.0,100001,6.684797048568726
5,1001.9899181141866,100001,6.373604774475098
6,1001.9899181141866,100001,6.318633079528809
7,1001.9899181141866,100001,6.319550514221191
8,1000.9949590570933,100001,6.348855257034302
9,1002.9848771712799,100001,6.3446044921875
10,1000.9949590570933,100001,6.390858173370361
